instance_id,test_name,repo,path,cpu_energy_joules_base_Attempt1,cpu_energy_joules_base_Attempt2,cpu_energy_joules_base_Attempt3,cpu_energy_joules_base_Attempt4,cpu_energy_joules_base_Attempt5,gpu_energy_joules_base_Attempt1,gpu_energy_joules_base_Attempt2,gpu_energy_joules_base_Attempt3,gpu_energy_joules_base_Attempt4,gpu_energy_joules_base_Attempt5,total_energy_joules_base_Attempt1,total_energy_joules_base_Attempt2,total_energy_joules_base_Attempt3,total_energy_joules_base_Attempt4,total_energy_joules_base_Attempt5,system_energy_joules_base_Attempt1,system_energy_joules_base_Attempt2,system_energy_joules_base_Attempt3,system_energy_joules_base_Attempt4,system_energy_joules_base_Attempt5,power_watts_base_Attempt1,power_watts_base_Attempt2,power_watts_base_Attempt3,power_watts_base_Attempt4,power_watts_base_Attempt5,carbon_grams_base_Attempt1,carbon_grams_base_Attempt2,carbon_grams_base_Attempt3,carbon_grams_base_Attempt4,carbon_grams_base_Attempt5,carbon_grams_system_base_Attempt1,carbon_grams_system_base_Attempt2,carbon_grams_system_base_Attempt3,carbon_grams_system_base_Attempt4,carbon_grams_system_base_Attempt5,duration_seconds_base_Attempt1,duration_seconds_base_Attempt2,duration_seconds_base_Attempt3,duration_seconds_base_Attempt4,duration_seconds_base_Attempt5,cpu_usage_mean_percent_base_Attempt1,cpu_usage_mean_percent_base_Attempt2,cpu_usage_mean_percent_base_Attempt3,cpu_usage_mean_percent_base_Attempt4,cpu_usage_mean_percent_base_Attempt5,cpu_usage_peak_percent_base_Attempt1,cpu_usage_peak_percent_base_Attempt2,cpu_usage_peak_percent_base_Attempt3,cpu_usage_peak_percent_base_Attempt4,cpu_usage_peak_percent_base_Attempt5,ram_usage_mean_mb_base_Attempt1,ram_usage_mean_mb_base_Attempt2,ram_usage_mean_mb_base_Attempt3,ram_usage_mean_mb_base_Attempt4,ram_usage_mean_mb_base_Attempt5,ram_usage_peak_mb_base_Attempt1,ram_usage_peak_mb_base_Attempt2,ram_usage_peak_mb_base_Attempt3,ram_usage_peak_mb_base_Attempt4,ram_usage_peak_mb_base_Attempt5,gpu_temperature_mean_celsius_base_Attempt1,gpu_temperature_mean_celsius_base_Attempt2,gpu_temperature_mean_celsius_base_Attempt3,gpu_temperature_mean_celsius_base_Attempt4,gpu_temperature_mean_celsius_base_Attempt5,cpu_energy_joules_human_head_Attempt1,cpu_energy_joules_human_head_Attempt2,cpu_energy_joules_human_head_Attempt3,cpu_energy_joules_human_head_Attempt4,cpu_energy_joules_human_head_Attempt5,gpu_energy_joules_human_head_Attempt1,gpu_energy_joules_human_head_Attempt2,gpu_energy_joules_human_head_Attempt3,gpu_energy_joules_human_head_Attempt4,gpu_energy_joules_human_head_Attempt5,total_energy_joules_human_head_Attempt1,total_energy_joules_human_head_Attempt2,total_energy_joules_human_head_Attempt3,total_energy_joules_human_head_Attempt4,total_energy_joules_human_head_Attempt5,system_energy_joules_human_head_Attempt1,system_energy_joules_human_head_Attempt2,system_energy_joules_human_head_Attempt3,system_energy_joules_human_head_Attempt4,system_energy_joules_human_head_Attempt5,power_watts_human_head_Attempt1,power_watts_human_head_Attempt2,power_watts_human_head_Attempt3,power_watts_human_head_Attempt4,power_watts_human_head_Attempt5,carbon_grams_human_head_Attempt1,carbon_grams_human_head_Attempt2,carbon_grams_human_head_Attempt3,carbon_grams_human_head_Attempt4,carbon_grams_human_head_Attempt5,carbon_grams_system_human_head_Attempt1,carbon_grams_system_human_head_Attempt2,carbon_grams_system_human_head_Attempt3,carbon_grams_system_human_head_Attempt4,carbon_grams_system_human_head_Attempt5,duration_seconds_human_head_Attempt1,duration_seconds_human_head_Attempt2,duration_seconds_human_head_Attempt3,duration_seconds_human_head_Attempt4,duration_seconds_human_head_Attempt5,cpu_usage_mean_percent_human_head_Attempt1,cpu_usage_mean_percent_human_head_Attempt2,cpu_usage_mean_percent_human_head_Attempt3,cpu_usage_mean_percent_human_head_Attempt4,cpu_usage_mean_percent_human_head_Attempt5,cpu_usage_peak_percent_human_head_Attempt1,cpu_usage_peak_percent_human_head_Attempt2,cpu_usage_peak_percent_human_head_Attempt3,cpu_usage_peak_percent_human_head_Attempt4,cpu_usage_peak_percent_human_head_Attempt5,ram_usage_mean_mb_human_head_Attempt1,ram_usage_mean_mb_human_head_Attempt2,ram_usage_mean_mb_human_head_Attempt3,ram_usage_mean_mb_human_head_Attempt4,ram_usage_mean_mb_human_head_Attempt5,ram_usage_peak_mb_human_head_Attempt1,ram_usage_peak_mb_human_head_Attempt2,ram_usage_peak_mb_human_head_Attempt3,ram_usage_peak_mb_human_head_Attempt4,ram_usage_peak_mb_human_head_Attempt5,gpu_temperature_mean_celsius_human_head_Attempt1,gpu_temperature_mean_celsius_human_head_Attempt2,gpu_temperature_mean_celsius_human_head_Attempt3,gpu_temperature_mean_celsius_human_head_Attempt4,gpu_temperature_mean_celsius_human_head_Attempt5
astropy__astropy-16058,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py::test_nterms_methods[psd-4-full-True-False-fastchi2],astropy/astropy,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py,46.04615783691406,32.40571593865752,31.462066650390625,31.381744388490915,31.356033325195312,29.49473065209389,22.196391957196322,24.02428138097127,22.133738629817962,23.996767349541187,75.54088848900795,54.60210789585385,55.4863480313619,53.51548301830888,55.3528006747365,158.0,,244.0,298.0,,47.103078879604794,45.40359853102279,42.55812790031626,44.475871274435846,42.457280706971915,0.005245895033958886,0.0037918130483231838,0.0038532186132890205,0.003716352987382561,0.0038439444913011458,0.010972222222222222,,0.016944444444444446,0.020694444444444446,,1.6037356853485107,1.20259428024292,1.3037779331207275,1.2032475471496582,1.3037292957305908,9.742857142857144,12.08,11.045454545454545,12.34,11.072727272727272,36.6,33.2,42.0,34.8,37.7,3533.505859375,3495.325390625,3479.7468039772725,3452.148046875,3442.060724431818,3563.12109375,3526.6875,3532.97265625,3489.95703125,3475.93359375,39,39,39,39,39,45.97044372558594,32.08790588378906,32.11102294921875,31.507949825376272,30.869949340820312,31.217610072553157,23.900386188983916,22.026600819327616,23.85281075658401,23.941079332351684,77.1880537981391,55.98829207277298,54.13762376854636,55.36076058196028,54.811028673172,162.0,194.0,,204.0,,45.299529122685335,42.96036391227179,45.0041941989172,42.494144159176045,42.05957735318289,0.0053602815137596595,0.0038880758383870125,0.003759557206149053,0.00384449726263613,0.003806321435636944,0.011250000000000001,0.013472222222222222,,0.014166666666666666,,1.7039482593536377,1.3032546043395996,1.2029461860656738,1.3027856349945068,1.303175926208496,9.06,11.018181818181818,11.42,10.48181818181818,10.854545454545455,48.4,55.5,44.6,43.3,50.5,3519.204166666667,3493.771306818182,3388.944921875,3364.908380681818,3350.2858664772725,3555.0546875,3535.5390625,3412.890625,3405.73828125,3403.03515625,38,38,38,38,38
astropy__astropy-15948,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py::test_trig_sum[0.1-1-False-1],astropy/astropy,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py,54.75474548339844,39.869903560727835,40.56541442498565,41.37742614746094,40.70176696404815,29.40265568391482,22.107575829419222,20.349814244270327,22.15538855227557,22.244088268301706,84.15740116731325,61.97747939014705,60.915228669255974,63.532814699736505,62.94585523234986,162.0,,202.0,624.0,,52.492492567119385,51.52536874461835,55.02027424503434,52.832941790955296,52.333162212565185,0.005844263969952309,0.0043039916243157676,0.004230224213142776,0.004412001020815035,0.0043712399466909625,0.011250000000000001,,0.014027777777777778,0.043333333333333335,,1.6032273769378662,1.2028536796569824,1.1071414947509766,1.2025227546691895,1.2027909755706787,13.0,15.78,16.97,17.19,17.21,57.3,40.8,56.9,42.4,43.3,3405.9176897321427,3401.498046875,3373.99609375,3345.3765625,3339.457421875,3436.98046875,3426.0078125,3406.5625,3377.125,3369.33203125,38,38,38,38,38,55.38090515136719,40.20898437872529,39.7296142578125,40.40907287597656,39.88047790899873,31.45774819625914,22.28281444345821,22.314349827766417,22.165327763817526,22.12034298502315,86.83865334762632,62.4917988221835,62.04396408557892,62.57440063979409,62.00082089402188,170.0,182.0,,186.0,,50.96080263601525,51.92553302788256,51.510641695648644,52.01337530397562,51.54534599446818,0.006030462038029606,0.0043397082515405205,0.004308608617054092,0.00434544448887459,0.004305612562084853,0.011805555555555555,0.01263888888888889,,0.012916666666666667,,1.7040283679962158,1.203488826751709,1.2044882774353027,1.2030444145202637,1.2028403282165527,12.313333333333333,16.39,16.849999999999998,16.66,17.099999999999998,58.4,56.3,51.4,59.7,54.4,3427.91640625,3389.877734375,3359.85,3348.4453125,3321.677734375,3451.60546875,3435.15234375,3397.81640625,3388.734375,3350.390625,38,38,38,38,38
astropy__astropy-16065,astropy/timeseries/periodograms/lombscargle/tests/test_statistics.py::test_distribution[False-True-log],astropy/astropy,astropy/timeseries/periodograms/lombscargle/tests/test_statistics.py,43.974853515625,29.139266967773438,28.637664798647165,27.897567749023438,28.272125251591206,31.66416220772266,22.316441464467484,24.162702095985413,24.261383940696714,22.378840475906028,75.63901572334765,51.455708432240925,52.800366894632575,52.158951689720155,50.65096572749724,148.0,172.0,,232.0,,44.41028273430067,42.7522333206519,40.545316647728434,39.9973562548358,42.09671770586104,0.005252709425232476,0.0035733130855722865,0.0036666921454605954,0.003622149422897233,0.0035174281755206414,0.010277777777777778,0.011944444444444445,,0.01611111111111111,,1.7031869888305664,1.2035794258117676,1.302255630493164,1.3040599822998047,1.20320463180542,8.573333333333332,11.67,10.49090909090909,10.327272727272728,11.33,51.1,53.6,40.9,60.9,34.0,3498.53046875,3462.416015625,3456.833806818182,3441.702059659091,3446.26484375,3540.86328125,3507.640625,3516.25,3488.359375,3497.2578125,39,39,39,39,39,43.91082763671875,29.31854248046875,28.28778076171875,27.856292724609375,27.95989990606904,31.50443776941299,24.07945692821344,23.939890552123387,23.893264826774598,21.951809783978895,75.41526540613174,53.39799940868219,52.22767131384214,51.74955755138397,49.911709690047935,168.0,242.0,,240.0,,44.26312346898337,40.978197072639716,40.066849931407724,39.71400074431717,41.48727717504013,0.0052371712087591485,0.0037081944033807075,0.003626921619016815,0.0035937192744016646,0.0034660909506977733,0.011666666666666665,0.016805555555555556,,0.016666666666666666,,1.7037944793701172,1.3030831813812256,1.3035132884979248,1.303055763244629,1.2030606269836426,8.273333333333333,10.354545454545455,10.263636363636364,10.445454545454545,10.99,49.1,37.6,41.4,42.9,30.6,3477.992708333333,3474.2262073863635,3430.9485085227275,3454.654119318182,3480.313671875,3509.15234375,3499.8515625,3475.2109375,3487.73046875,3508.26171875,39,39,39,39,39
astropy__astropy-16065,astropy/units/tests/test_quantity_decorator.py::test_kwarg_default[7-1],astropy/astropy,astropy/units/tests/test_quantity_decorator.py,28.903091430664062,27.9107666015625,27.810440063476562,27.275894168764353,27.948867797851562,24.129799039642016,22.239971779736607,24.169525532245636,22.24459527462179,22.283427453301165,53.03289047030608,50.15073838129911,51.9799655957222,49.52048944338614,50.23229525115273,184.0,160.0,,226.0,,40.7165806823034,41.693389133113115,39.84205294747795,41.15560561567114,41.75516716693264,0.003682839615993478,0.0034826901653679937,0.0036097198330362636,0.0034389228780129263,0.003488353836885606,0.012777777777777777,0.011111111111111112,,0.015694444444444445,,1.3024888038635254,1.2028462886810303,1.3046507835388184,1.2032501697540283,1.2030198574066162,10.39090909090909,11.34,10.5,11.129999999999999,11.76,42.0,36.2,41.7,33.4,36.3,3447.1889204545455,3412.456640625,3433.138494318182,3431.51015625,3412.15859375,3485.06640625,3452.77734375,3460.87109375,3453.37109375,3459.48046875,39,39,39,39,39,28.757980346679688,28.608856201171875,27.79473877325654,28.323287963867188,27.579254150390625,22.004777492523193,23.823144193013512,22.02096762299538,22.0149729255763,23.853062942028046,50.76275783920288,52.43200039418539,49.81570639625192,50.33826088944349,51.43231709241867,200.0,208.0,,212.0,,42.188534543408934,40.18229083341738,41.40535271572854,41.865004801830814,39.45333244144442,0.003525191516611311,0.0036411111384850965,0.0034594240552952723,0.003495712561766909,0.003571688686973519,0.01388888888888889,0.014444444444444444,,0.014722222222222222,,1.2032358646392822,1.3048534393310547,1.2031223773956299,1.202394723892212,1.303624153137207,11.17,10.1,11.59,11.41,10.072727272727272,43.7,41.6,37.9,37.7,44.1,3459.35703125,3441.6068892045455,3423.139453125,3429.3609375,3396.623224431818,3486.01953125,3455.1796875,3452.2421875,3474.6328125,3443.953125,39,39,39,39,39
astropy__astropy-15710,astropy/utils/tests/test_data.py::test_update_parallel,astropy/astropy,astropy/utils/tests/test_data.py,51.17866516113281,29.617889404296875,28.673782348632812,29.728622436523438,29.625869750976562,35.07914690021674,22.034993969873945,22.11039056448503,22.187129641771318,22.187505730628967,86.25781206134955,51.65288337417082,50.78417291311784,51.91575207829476,51.81337548160553,170.0,208.0,,172.0,,45.29697147440187,42.9372102548131,42.199751717115525,43.136129144056156,43.06923030987421,0.005990125837593719,0.0035870057898729738,0.0035266786745220724,0.0036052605609926914,0.0035981510751114955,0.011805555555555555,0.014444444444444444,,0.011944444444444445,,1.904273271560669,1.202986478805542,1.2034235000610352,1.2035329341888428,1.2030253410339355,7.5588235294117645,11.219999999999999,11.200000000000001,11.13,11.24,58.1,44.9,36.2,32.5,38.3,3391.492876838235,3380.5078125,3382.38125,3343.008984375,3342.50859375,3421.69140625,3396.46875,3403.96875,3382.49609375,3360.91796875,38,38,38,38,38,51.28294372558594,29.5423583984375,29.19775390625,29.78741455078125,29.42486572265625,33.31557619298206,24.05780734491348,22.20338257044012,22.246882166363974,23.973024023890495,84.598519918568,53.600165743350985,51.40113647669012,52.034296717145224,53.397889746546745,232.0,244.0,,188.0,,46.88653573469066,41.12951132740436,42.72757785660664,43.182717953955965,40.95827648416089,0.005874897216567222,0.0037222337321771515,0.003569523366436814,0.0036134928275795295,0.003708186787954635,0.01611111111111111,0.016944444444444446,,0.013055555555555555,,1.8043243885040283,1.3032045364379883,1.2029967308044434,1.204979658126831,1.3037142753601074,8.0875,10.127272727272727,11.21,10.081818181818182,10.272727272727273,32.7,44.9,37.2,40.7,43.1,3317.299072265625,3302.965909090909,3339.72890625,3339.2535511363635,3328.111150568182,3352.29296875,3344.95703125,3384.65625,3372.40625,3378.87890625,38,38,38,38,38
astropy__astropy-15228,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py::test_nterms_methods[psd-4-none-True-False-fastchi2],astropy/astropy,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py,60.93125915527344,41.22935485467315,41.99037170410156,42.48674011230469,42.227996822446585,33.09890301996119,22.17967298555374,22.148632093667985,22.137831019878387,22.134226967811585,94.03016217523464,63.409027840226884,64.13900379776955,64.62457113218308,64.36222379025817,186.0,212.0,,346.0,,52.11385460860413,52.69773864295417,53.321192565475016,53.718964468858154,53.49215360298857,0.006529872373280183,0.004403404711126867,0.004454097485956219,0.004487817439734936,0.004469598874323484,0.012916666666666667,0.014722222222222222,,0.02402777777777778,,1.8043217658996582,1.203258991241455,1.2028801441192627,1.203012228012085,1.2032086849212646,11.51875,17.12,17.04,17.03,17.07,61.6,61.3,61.6,61.6,61.7,3426.7802734375,3401.43046875,3389.05625,3392.039453125,3375.518359375,3469.8828125,3440.375,3441.546875,3438.25390625,3410.7109375,38,38,38,38,38,55.03544616699219,42.397796627134085,43.24485779181123,43.21553039550781,42.88041687384248,29.44670914355914,22.095512385801836,22.063415787089955,22.079496256676585,22.151910311395476,84.48215531055132,64.49330901293592,65.30827357890118,65.29502665218439,65.03232718523796,208.0,190.0,,198.0,,52.70076080899961,53.6069210160755,54.29440247324841,54.27100815418292,54.068122206773474,0.005866816341010508,0.004478702014787217,0.004535296776312582,0.004534376850846138,0.004516133832308191,0.014444444444444444,0.013194444444444444,,0.01375,,1.6030538082122803,1.203078031539917,1.2028546333312988,1.2031290531158447,1.2027850151062012,13.314285714285715,16.81,16.8,16.91,16.93,61.1,61.7,61.6,61.4,61.6,3365.7921316964284,3327.530078125,3345.232421875,3331.931640625,3333.292578125,3386.94140625,3361.18359375,3374.4296875,3369.30078125,3367.4921875,38,38,38,38,38
astropy__astropy-14590,astropy/nddata/tests/test_ccddata.py::test_initialize_from_fits_with_extension,astropy/astropy,astropy/nddata/tests/test_ccddata.py,51.093780521303415,30.278915408998728,30.71771240234375,30.559463500976562,31.390625,34.82356685527166,23.831111975014213,23.79377678060532,21.922687467380005,21.941557057380678,85.91734737657507,54.11002738401294,54.51148918294907,52.482150968356564,53.33218205738068,202.0,166.0,,246.0,,45.12213621266429,41.52007213462462,41.811854524261136,43.626533706109704,44.32528053751972,0.005966482456706602,0.003757640790556454,0.003785520082149241,0.0036445938172469834,0.0037036237539847692,0.014027777777777778,0.011527777777777777,,0.017083333333333332,,1.9041063785552979,1.3032257556915283,1.3037328720092773,1.2029869556427002,1.203200101852417,7.576470588235294,10.254545454545454,10.6,11.39,11.18,61.0,61.3,57.9,51.1,35.7,3439.7417279411766,3409.3991477272725,3376.3412642045455,3349.49140625,3364.06875,3483.8984375,3435.78125,3397.8359375,3384.5859375,3382.96484375,38,38,38,38,38,51.28216552734375,31.176895141601562,30.14294433966279,30.552703857421875,30.544662475585938,33.19771187911314,23.978720631599426,24.023007311820983,23.901837774674096,22.02587097547271,84.4798774064569,55.15561577320099,54.16595165148377,54.45454163209597,52.57053345105865,182.0,190.0,,228.0,,46.82010685069409,42.32062257607999,41.55510074068136,41.774889290645916,43.717903551533276,0.005866658153226173,0.0038302510953611806,0.0037615244202419285,0.0037815653911177755,0.0036507314896568506,0.01263888888888889,0.013194444444444444,,0.015833333333333335,,1.8043503761291504,1.3032798767089844,1.3034729957580566,1.303523302078247,1.2024943828582764,7.95,10.218181818181819,10.018181818181818,10.318181818181818,11.43,61.1,57.9,59.9,59.0,41.8,3350.2705078125,3331.1988636363635,3333.318536931818,3334.3245738636365,3329.0375,3399.21875,3375.8515625,3376.2265625,3381.546875,3382.5859375,38,38,38,38,38
astropy__astropy-14590,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py::test_trig_sum[0.1-2-False-0],astropy/astropy,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py,42.962127681821585,41.5777587890625,41.815277099609375,40.873382564634085,41.88716125488281,22.14158316568895,22.100598335006023,23.88269362171491,22.121940407796338,23.899322224378587,65.10371084751054,63.678357124068526,65.69797072132428,62.99532297243042,65.78648347926139,180.0,328.0,,174.0,,54.1182345353301,52.923899835951154,50.39669067495281,52.37534862836273,50.49875144315606,0.0045210910310771206,0.00442210813361587,0.004562359077869742,0.004374675206418779,0.00456850579717093,0.0125,0.022777777777777775,,0.012083333333333333,,1.2029902935028076,1.2032060623168945,1.3036167621612549,1.2027666568756104,1.3027348518371582,16.87,17.03,15.50909090909091,17.1,15.327272727272726,62.3,62.0,62.1,62.2,62.0,3366.56328125,3345.223828125,3337.8597301136365,3336.43671875,3323.2038352272725,3382.546875,3368.1015625,3360.3984375,3377.19140625,3374.61328125,38,38,38,38,38,42.25042723864317,41.8054962195456,41.7510986328125,41.704864505678415,41.85089111328125,22.0784894108989,22.127549239527095,22.244286544366314,22.199310304056514,23.921269104003905,64.32891664954207,63.9330454590727,63.99538517717882,63.904174809734926,65.77216021728515,230.0,164.0,,262.0,,53.475746179727736,53.14125029526336,53.20003599907834,53.10308813696078,50.47122256568778,0.004467285878440422,0.004439794823546716,0.004444123970637418,0.004437789917342703,0.004567511126200357,0.015972222222222224,0.011388888888888888,,0.018194444444444447,,1.2029550075531006,1.2030775547027588,1.2029199600219727,1.2033984661102295,1.30316162109375,17.19,17.19,17.05,17.02,15.845454545454546,62.2,61.9,61.8,58.7,61.9,3368.89453125,3380.8203125,3354.53828125,3344.965234375,3313.772372159091,3411.88671875,3402.16015625,3396.6796875,3390.78125,3358.25,38,38,38,38,38
astropy__astropy-14590,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py::test_trig_sum[0.1-2-True-0],astropy/astropy,astropy/timeseries/periodograms/lombscargle/implementations/tests/test_utils.py,41.38537597283721,41.89739990234375,41.40753173828125,41.72857665643096,40.451751708984375,22.041381703181703,22.119760580908167,22.139968062140728,23.99012551899751,23.908693987846373,63.42675767601891,64.01716048325191,63.547499800421974,65.71870217542846,64.36044569683075,166.0,268.0,,202.0,,52.73503316418933,53.20148823002566,52.856649868533204,50.4226546908062,49.37710953744184,0.0044046359497235356,0.004445636144670272,0.0044130208194737485,0.004563798762182532,0.004469475395613247,0.011527777777777777,0.01861111111111111,,0.014027777777777778,,1.2027442455291748,1.203296422958374,1.202261209487915,1.303356647491455,1.3034470081329346,16.96,17.23,16.76,15.354545454545454,15.818181818181818,62.1,62.1,62.1,62.0,62.2,3317.3578125,3296.07109375,3300.539453125,3316.2631392045455,3311.7272727272725,3354.4375,3332.3125,3340.4609375,3346.52734375,3344.4296875,38,38,38,38,38,41.30229187011719,41.72486877068877,42.026641849428415,42.04692078009248,41.76171875372529,22.1288596367836,22.11723423743248,22.069931648146024,21.98723871946335,22.015959191799162,63.43115150690079,63.842103008121256,64.09657349757444,64.03415949955583,63.77767794552445,236.0,522.0,,212.0,,52.6813440370079,53.09145711293038,53.297982734922435,53.212294108109354,53.01903267355761,0.004404941076868111,0.004433479375563976,0.004451150937331558,0.004446816631913599,0.004429005412883643,0.01638888888888889,0.03625,,0.014722222222222222,,1.2040534019470215,1.2024929523468018,1.2026078701019287,1.203371524810791,1.2029204368591309,17.080000000000002,16.88,17.16,17.12,16.66,62.2,61.8,62.0,62.0,62.1,3314.590234375,3327.81953125,3335.60625,3327.621484375,3346.3515625,3358.2109375,3370.0859375,3361.31640625,3359.5234375,3373.08984375,38,38,38,38,38
astropy__astropy-14590,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py::test_nterms_methods[log-4-full-True-True-fastchi2],astropy/astropy,astropy/timeseries/periodograms/lombscargle/tests/test_lombscargle.py,41.8336181640625,41.403961177915335,41.4139404296875,43.17100524529815,42.34721374884248,23.960837086200716,24.037889865875247,22.15485239653154,22.061351554870605,22.067590622901918,65.79445525026321,65.44185104379058,63.56879282621904,65.23235680016876,64.4148043717444,620.0,426.0,,272.0,,50.45827308601469,50.216873035177585,52.83857716156232,54.23475009918598,53.53405056153977,0.00456905939237939,0.004544572989152123,0.004414499501820767,0.004530024777789497,0.004473250303593361,0.043055555555555555,0.029583333333333333,,0.01888888888888889,,1.3039379119873047,1.3031845092773438,1.2030754089355469,1.2027778625488281,1.203249216079712,15.836363636363636,15.309090909090909,16.98,16.72,17.07,58.0,61.3,61.4,61.9,61.7,3325.6917613636365,3311.7233664772725,3301.61015625,3303.9875,3317.676953125,3379.62109375,3361.30078125,3354.609375,3347.0390625,3348.8046875,38,38,38,38,38,42.264739986509085,43.93231201171875,42.197906497865915,42.07157897949219,41.458465579897165,22.062624360734766,23.929995481014256,23.951465557456018,23.844135194142662,22.029650504263966,64.32736434724384,67.86230749273301,66.14937205532193,65.91571417363485,63.488116084161135,256.0,,242.0,212.0,,53.48454727813331,52.07646130278266,50.73304959378445,50.57453369909416,52.77276293028588,0.004467178079669711,0.004712660242550903,0.0045937063927306895,0.0045774801509468645,0.004408896950288968,0.017777777777777778,,0.016805555555555556,0.014722222222222222,,1.202728033065796,1.3031282424926758,1.3038713932037354,1.3033380508422852,1.2030470371246338,16.89,15.554545454545455,15.472727272727273,15.6,17.17,61.7,60.7,61.3,61.4,61.6,3318.14765625,3300.2038352272725,3305.3998579545455,3321.6022727272725,3319.699609375,3357.2421875,3337.46484375,3350.58984375,3370.33203125,3366.16796875,38,38,38,38,38
